event_date,weather_condition,location,country,latitude,longitude,make,model,purpose_of_flight,broad_phase_of_flight,amateur_built,registration_number,engine_type1,injury_severity,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,people_on_board,pilot_type,no_of_engines1
 12/03/2005 ,vmc,"Rochester, NH", United States , 43.283333 , -70.929167 ,robinson,r22,instructional,maneuvering,no, N40CP ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 11/13/2005 ,vmc,"Chandler, AZ", United States , 33.266667 , -111.816667 ,amateur,amateur,personal,cruise,yes, N321JN ,reciprocating,non-fatal,0,0,0,1,1,private,1
 11/05/2005 ,vmc,"Gibson, LA", United States , 29.629167 , -90.945833 ,amateur,amateur,personal,approach,yes, N5436X ,reciprocating,non-fatal,0,0,1,0,1,private,1
 11/05/2005 ,vmc,"Omaha, NE", United States , 41.196111 , -96.112222 ,hughes,269,personal,approach,no, N1020Q ,reciprocating,non-fatal,0,0,0,2,2,private,1
 11/01/2005 ,vmc,"Bourne, MA", United States , 41.677223 , -70.600833 ,robinson,r44,external load,maneuvering,no, N319CD ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 10/31/2005 ,vmc,"Lawrenceville, GA", United States , 33.977778 , -83.961944 ,robinson,r22,instructional,standing,no, N861MP ,reciprocating,non-fatal,0,0,1,0,1,instructional,1
 10/29/2005 ,vmc,"Titusville, FL", United States , 28.514722 , -80.799166 ,schweizer,269,instructional,landing,no, N1567C ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 10/28/2005 ,vmc,"Olympia, WA", United States , 47.051944 , -122.847222 ,agusta,aw109,unknown,takeoff,no, N950AL ,turbine,non-fatal,0,0,1,3,4,unknown,1
 10/22/2005 ,vmc,"Pasadena, TX", United States , 29.604444 , -95.155278 ,hiller,uh12,air race/show,cruise,no, N909BC ,reciprocating,non-fatal,0,1,0,1,2,professional,1
 10/22/2005 ,vmc,"Marble Falls, TX", United States , 30.978056 , -98.455000 ,bell,206,other work use,approach,no, N941SL ,turbine,non-fatal,0,0,0,3,3,professional,1
 10/11/2005 ,vmc,"New York City, NY", United States , 40.754444 , -74.006944 ,sikorsky,s76,positioning,maneuvering,no, N76UT ,turbine,non-fatal,0,0,0,2,2,professional,2
 10/11/2005 ,vmc,"Smoketown, PA", United States , 40.041111 , -76.201389 ,enstrom,f28,instructional,maneuvering,no, N51772 ,reciprocating,non-fatal,0,0,0,1,1,instructional,1
 10/07/2005 ,imc,"Smethport, PA", United States , 41.754722 , -78.553889 ,agusta,aw109,positioning,approach,no, N7YL ,turbine,fatal(1),1,0,0,0,1,professional,1
 10/06/2005 ,vmc,"Denver, CO", United States , 39.700000 , -105.019167 ,bell,206,unknown,landing,no, N206DB ,turbine,non-fatal,0,0,0,3,3,unknown,1
 10/03/2005 ,vmc,"Grand Canyon, AZ", United States , 35.952222 , -112.146944 ,aerospatiale,as350,unknown,landing,no, N31MH ,turbine,non-fatal,0,0,0,7,7,unknown,1
 10/03/2005 ,vmc,"Tucson, AZ", United States , 32.409444 , -111.218334 ,robinson,r22,instructional,approach,no, N926SH ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 10/02/2005 ,vmc,"Pixley, CA", United States , 35.507222 , -119.191944 ,bell,206,aerial application,maneuvering,no, N201SC ,turbine,non-fatal,0,1,0,0,1,professional,1
 09/24/2005 ,imc,"Medford, OR", United States , 42.358333 , -122.983333 ,md_helicopters,369,unknown,approach,no, N5207C ,turbine,non-fatal,0,0,1,0,1,unknown,1
 09/23/2005 ,imc,"Haena, HI", United States , 22.221389 , -159.580278 ,aerospatiale,as350,unknown,maneuvering,no, N355NT ,turbine,fatal(3),3,0,3,0,6,unknown,1
 09/23/2005 ,vmc,"Titusville, FL", United States , 28.514722 , -80.799166 ,bell,206,instructional,landing,no, N39MK ,turbine,non-fatal,0,0,0,3,3,instructional,1
 09/22/2005 ,vmc,"Kamuela, HI", United States , 20.001111 , -155.668056 ,robinson,r22,instructional,landing,no, N82001 ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 09/21/2005 ,vmc,"Five Points, CA", United States , 36.363611 , -119.941944 ,hiller,uh12,aerial application,maneuvering,no, N141HA ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 09/21/2005 ,vmc,"Batesville, TX", United States , 29.024167 , -99.526945 ,robinson,r44,aerial observation,maneuvering,no, N748BP ,reciprocating,non-fatal,0,0,0,4,4,professional,1
 09/15/2005 ,vmc,"Elk Point, SD", United States , 42.641666 , -96.686666 ,bell,206,aerial application,takeoff,no, N2995W ,turbine,non-fatal,0,0,0,1,1,professional,1
 09/15/2005 ,vmc,"Summerville, TN", United States , 35.340833 , -89.651944 ,bell,47,aerial application,takeoff,no, N8483E ,turbine,non-fatal,0,0,1,0,1,professional,1
 09/10/2005 ,vmc,"Swifton, AR", United States ,36.8678484,-84.9049481,bell,47,personal,cruise,no, N862Z ,reciprocating,non-fatal,0,2,0,0,2,private,1
 09/09/2005 ,vmc,"Jackson, WY", United States , 43.607222 , -110.737500 ,robinson,r44,personal,approach,no, N944U ,reciprocating,non-fatal,0,0,0,3,3,private,1
 09/08/2005 ,vmc,"Santa Clarita, CA", United States , 34.205833 , -118.487222 ,robinson,r22,personal,maneuvering,no, N8348T ,reciprocating,non-fatal,0,0,0,1,1,private,1
 09/07/2005 ,unknown,Co Galway, Ireland ,53.34347575,-8.87336798602502,robinson,r44,unknown,unknown,no,,reciprocating,fatal(2),2,1,0,0,3,unknown,1
 09/06/2005 ,vmc,"Gulf of Mexico, TX", United States , 29.337500 , -93.826389 ,sikorsky,s76,unknown,cruise,no, N90421 ,turbine,non-fatal,0,5,7,0,12,unknown,2
 09/04/2005 ,vmc,"Rockton, IL", United States , 42.449444 , -89.072223 ,robinson,r22,personal,landing,no, N61LA ,reciprocating,non-fatal,0,0,0,2,2,private,1
 09/03/2005 ,vmc,"Ida, MI", United States , 41.855000 , -83.591389 ,amateur,amateur,personal,cruise,yes, N20925 ,reciprocating,non-fatal,0,0,0,1,1,private,1
 08/27/2005 ,vmc,"Boise, ID", United States , 43.564444 , -116.222778 ,robinson,r22,instructional,maneuvering,no, N845SH ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 08/23/2005 ,vmc,"Odessa, TX", United States , 31.923056 , -102.389444 ,robinson,r44,personal,landing,no, N160TX ,reciprocating,non-fatal,0,0,0,3,3,private,1
 08/17/2005 ,vmc,"Gulf of Mexico, UN", United States , 27.633333 , -96.216667 ,bell,206,positioning,landing,no, N330P ,turbine,non-fatal,0,0,0,1,1,professional,1
 08/16/2005 ,vmc,"Donnelly, ID", United States , 44.627778 , -116.141389 ,hughes,369,personal,maneuvering,no, N500FU ,turbine,non-fatal,0,0,0,4,4,private,1
 08/16/2005 ,vmc,"Monette, AR", United States , 35.866667 , -90.566667 ,bell,47,aerial application,maneuvering,no, N8494E ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 08/11/2005 ,vmc,"Ashland, OR", United States , 42.191666 , -122.661111 ,hughes,269,instructional,landing,no, N488MC ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 08/10/2005 ,vmc,"Hampton, AR", United States , 33.548055 , -92.523611 ,hiller,uh12,aerial application,maneuvering,no, N535HA ,reciprocating,non-fatal,0,1,0,0,1,professional,1
 08/10/2005 ,unknown,"Tallinn, Estonia", Estonia ,59.4372155,24.7453688,sikorsky,s76,unknown,unknown,no,,turbine,fatal(14),14,0,0,0,14,unknown,2
 08/08/2005 ,vmc,"North Las Vegas, NV", United States , 36.200000 , -115.183333 ,hughes,369,instructional,landing,no, N58431 ,turbine,non-fatal,0,0,0,2,2,instructional,1
 07/30/2005 ,vmc,"New Braunfels, TX", United States , 29.702778 , -98.038611 ,robinson,r22,instructional,maneuvering,no, N18VH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 07/21/2005 ,vmc,"Laurel, MT", United States , 45.703056 , -108.761111 ,hughes,269,flight test,approach,no, N801CP ,reciprocating,non-fatal,0,0,1,1,2,professional,1
 07/15/2005 ,vmc,"Mesa, AZ", United States , 33.307778 , -111.655556 ,robinson,r22,instructional,maneuvering,no, N7514P ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 07/14/2005 ,vmc,"Houston, TX", United States , 29.521111 , -95.242222 ,bolkow,bk117,positioning,approach,no, N440HH ,turbine,non-fatal,0,0,0,3,3,professional,2
 07/13/2005 ,vmc,"West Plains, MO", United States , 36.878611 , -91.902778 ,bell,206,instructional,unknown,no, N2756A ,turbine,non-fatal,0,0,0,2,2,instructional,1
 07/12/2005 ,vmc,"San Juan, PR", United States , 18.461667 , -66.107777 ,bell,206,personal,maneuvering,no, N27VT ,turbine,non-fatal,0,0,0,2,2,private,1
 07/09/2005 ,vmc,"Landrum, SC", United States , 35.157222 , -82.122223 ,schweizer,269,personal,takeoff,no, N301MG ,reciprocating,non-fatal,0,0,0,1,1,private,1
 07/08/2005 ,vmc,"Ambler, AK", United States , 67.166667 , -157.583333 ,hughes,500,unknown,landing,no, C-GLHQ ,turbine,non-fatal,0,0,0,3,3,unknown,1
 07/06/2005 ,vmc,"St. Cloud, FL", United States , 28.228611 , -81.296666 ,robinson,r44,personal,maneuvering,no, N90SG ,reciprocating,non-fatal,0,0,1,0,1,private,1
 07/04/2005 ,vmc,"Weston, WV", United States , 39.091389 , -80.469445 ,amateur,amateur,personal,approach,yes, N4359N ,reciprocating,non-fatal,0,0,0,1,1,private,1
 06/26/2005 ,vmc,"Indianola, UT", United States , 40.141389 , -111.661111 ,robinson,r44,personal,landing,no, N373DM ,reciprocating,non-fatal,0,0,0,4,4,private,1
 06/26/2005 ,vmc,"Broomfield, CO", United States , 39.914722 , -105.117500 ,schweizer,269,aerial observation,landing,no, N308BP ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 06/25/2005 ,vmc,"Osage Beach, MO", United States , 38.110556 , -92.680556 ,robinson,r22,other work use,maneuvering,no, N7195L ,reciprocating,non-fatal,0,0,1,1,2,professional,1
 06/24/2005 ,vmc,"Algonac, MI", United States , 42.625556 , -82.534444 ,bell,206,personal,approach,no, N311JX ,turbine,non-fatal,0,0,4,0,4,private,1
 06/22/2005 ,vmc,"Graham, TX", United States , 32.900000 , -98.533333 ,bell,oh58,aerial application,maneuvering,no, N372NS ,turbine,non-fatal,0,1,0,0,1,professional,1
 06/22/2005 ,vmc,"Bruceville, TX", United States , 31.300000 , -97.150000 ,hughes,269,instructional,landing,no, N7487F ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 06/19/2005 ,vmc,"Brewster, WA", United States , 48.104722 , -119.720556 ,bell,47,other work use,maneuvering,no, N8554F ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 06/19/2005 ,vmc,"Rayville, LA", United States , 32.411667 , -91.843333 ,robinson,r44,personal,takeoff,no, N744MD ,reciprocating,non-fatal,0,0,0,4,4,private,1
 06/17/2005 ,vmc,"Billings, MT", United States , 45.807778 , -108.542777 ,bolkow,bo105,other work use,landing,no, N314MS ,turbine,non-fatal,0,0,0,2,2,professional,2
 06/08/2005 ,vmc,"Moulton Cove, LA", United States , 30.183333 , -92.000000 ,bell,206,unknown,takeoff,no, N2761X ,turbine,non-fatal,0,0,0,4,4,unknown,1
 06/07/2005 ,vmc,"Wallsburg, UT", United States , 40.235000 , -111.231111 ,robinson,r22,instructional,maneuvering,no, N993RW ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 06/01/2005 ,vmc,"Sherman, TX", United States , 33.708333 , -96.670000 ,hughes,269,instructional,maneuvering,no, N62269 ,reciprocating,non-fatal,0,0,1,1,2,instructional,1
 05/30/2005 ,vmc,"Denison, TX", United States , 33.983333 , -96.933333 ,agusta,wasp,personal,takeoff,no, N108RA ,turbine,non-fatal,0,0,0,2,2,private,1
 05/26/2005 ,vmc,"Cornelia, GA", United States , 34.505556 , -83.554722 ,hughes,500,personal,takeoff,no, N681BC ,reciprocating,non-fatal,0,0,2,0,2,private,1
 05/25/2005 ,vmc,"Jean, NV", United States , 35.768334 , -115.329445 ,robinson,r22,instructional,landing,no, N192SH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 05/23/2005 ,vmc,"Estacada, OR", United States , 45.289444 , -122.423056 ,hiller,uh12,aerial application,maneuvering,no, N3030H ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 05/22/2005 ,vmc,"Sedona, AZ", United States , 34.848611 , -111.788611 ,robinson,r44,personal,approach,no, N963JM ,reciprocating,non-fatal,0,0,0,2,2,private,1
 05/20/2005 ,vmc,"Lakeview, MI", United States , 43.452222 , -85.264722 ,brantly,b2,instructional,approach,no, N2274U ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 05/19/2005 ,vmc,"Pueblo, CO", United States , 38.289166 , -104.496389 ,schweizer,269,instructional,approach,no, N958CP ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 05/19/2005 ,vmc,"Twin Brooks, SD", United States , 45.230556 , -96.566111 ,bell,47,aerial application,maneuvering,no, N8505F ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 05/18/2005 ,vmc,"Rock Springs, TX", United States , 30.100000 , -100.266667 ,robinson,r22,other work use,maneuvering,no, N995JW ,reciprocating,non-fatal,0,1,0,1,2,professional,1
 05/18/2005 ,vmc,"Brush, CO", United States , 40.263889 , -103.649444 ,bell,47,personal,takeoff,no, N59403 ,reciprocating,non-fatal,0,0,0,1,1,private,1
 05/04/2005 ,vmc,"Georgetown, TX", United States , 30.673889 , -97.674167 ,bell,206,other work use,cruise,no, N9877Z ,turbine,non-fatal,0,0,0,6,6,professional,1
 04/30/2005 ,vmc,"Cherokee, NC", United States , 35.433333 , -83.316667 ,bell,206,business,maneuvering,no, N66RR ,turbine,non-fatal,0,0,0,1,1,professional,1
 04/27/2005 ,vmc,"Bandera, TX", United States , 29.976667 , -99.085555 ,robinson,r22,other work use,maneuvering,no, N422SH ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 04/25/2005 ,vmc,"Uniontown, WA", United States , 46.516945 , -117.077223 ,bell,uh1,unknown,maneuvering,no, N334WN ,turbine,non-fatal,0,0,0,1,1,unknown,1
 04/17/2005 ,vmc,"Whitefish, MT", United States , 48.450000 , -114.450000 ,hughes,269,personal,maneuvering,no, N7054C ,reciprocating,non-fatal,0,0,0,1,1,private,1
 04/13/2005 ,vmc,"Woodward, OK", United States , 36.436666 , -99.520834 ,robinson,r44,business,standing,no, N7535S ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 03/15/2005 ,vmc,"Valdez, AK", United States , 61.134444 , -146.233333 ,aerospatiale,as350,positioning,maneuvering,no, N295EW ,turbine,non-fatal,0,0,0,1,1,professional,1
 03/15/2005 ,vmc,"Elim, AK", United States , 64.600000 , -162.266667 ,bell,206,business,maneuvering,no, N422R ,turbine,non-fatal,0,0,0,2,2,professional,1
 03/13/2005 ,vmc,"Galliano, LA", United States , 29.166667 , -90.333333 ,bell,206,positioning,standing,no, N480RA ,turbine,non-fatal,0,1,0,0,1,professional,1
 02/21/2005 ,vmc,"Lihue, HI", United States , 21.976111 , -159.338889 ,aerospatiale,as350,unknown,maneuvering,no, N905BK ,turbine,non-fatal,0,0,0,5,5,unknown,1
 02/21/2005 ,vmc,"Gentry, AR", United States , 36.324723 , -94.579445 ,bell,206,unknown,maneuvering,no, N5734M ,turbine,fatal(1),1,3,0,0,4,unknown,1
 02/16/2005 ,vmc,"Owasso, OK", United States , 36.266667 , -95.783333 ,robinson,r22,instructional,maneuvering,no, N322DA ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 02/14/2005 ,vmc,"Lake Arrowhead, CA", United States , 34.550000 , -117.416667 ,robinson,r44,instructional,takeoff,no, N44NG ,reciprocating,non-fatal,0,0,1,3,4,instructional,1
 02/05/2005 ,vmc,"Minneapolis, MN", United States , 45.145000 , -93.211389 ,robinson,r44,business,maneuvering,no, N7091C ,reciprocating,non-fatal,0,0,0,3,3,professional,1
 02/01/2005 ,vmc,"Lancaster, PA", United States , 40.125000 , -76.300000 ,bell,206,personal,takeoff,no, N59MB ,turbine,non-fatal,0,0,0,1,1,private,1
 01/29/2005 ,vmc,"Pilar, NM", United States , 36.246666 , -105.848333 ,eurocopter,as350,positioning,cruise,no, N351LG ,turbine,non-fatal,0,0,0,1,1,professional,1
 01/29/2005 ,vmc,"Englewood, CO", United States , 39.570000 , -104.849166 ,hughes,269,instructional,maneuvering,no, N9688F ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/28/2005 ,vmc,"Chandler, AZ", United States , 33.269167 , -111.811111 ,robinson,r22,instructional,landing,no, N7535Z ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/18/2005 ,vmc,"Gulf Port, MS", United States , 30.407222 , -89.070000 ,robinson,r22,instructional,landing,no, N26498 ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/16/2005 ,vmc,"Rialto, CA", United States , 34.124167 , -117.400833 ,robinson,r22,instructional,landing,no, N1122R ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/05/2005 ,imc,"Falkner, MS", United States , 34.821945 , -88.892500 ,aerospatiale,as350,positioning,cruise,no, N350RM ,turbine,fatal(1),1,0,0,0,1,professional,1
 01/03/2005 ,vmc,"Casa Grande, AZ", United States , 32.954722 , -111.766945 ,eurocopter,ec135,instructional,maneuvering,no, N135NW ,turbine,non-fatal,0,0,1,1,2,instructional,2
 12/30/2004 ,vmc,"Pedricktown, NJ", United States , 39.735555 , -75.397500 ,enstrom,280,personal,takeoff,no, N175BM ,reciprocating,non-fatal,0,0,1,0,1,private,1
 12/09/2004 ,imc,"Patterson, LA", United States , 29.707222 , -91.333333 ,bell,206,positioning,takeoff,no, N5007F ,turbine,non-fatal,0,0,0,1,1,professional,1
 11/21/2004 ,vmc,"Smyrna, TN", United States , 36.008889 , -86.520000 ,enstrom,f28,personal,approach,no, N9235 ,reciprocating,non-fatal,0,0,0,1,1,private,1
 11/17/2004 ,vmc,"Panama City Bch, FL", United States , 30.212778 , -85.872500 ,enstrom,f28,other work use,cruise,no, N595H ,reciprocating,non-fatal,0,0,1,2,3,professional,1
 11/04/2004 ,vmc,"Daytona Beach, FL", United States , 29.077778 , -81.044444 ,robinson,r22,unknown,landing,no, N7188N ,reciprocating,non-fatal,0,0,0,1,1,unknown,1
 10/19/2004 ,vmc,"Vega Baja, PR", United States , 18.456667 , -66.098055 ,robinson,r22,personal,landing,no, N2314T ,reciprocating,non-fatal,0,1,1,0,2,private,1
 10/16/2004 ,vmc,"Diamond Head, MS", United States , 30.362778 , -89.386944 ,schweizer,269,personal,maneuvering,no, N119DM ,reciprocating,non-fatal,0,0,0,2,2,private,1
 10/14/2004 ,vmc,"Eutaw, AL", United States , 33.033333 , -87.933333 ,bell,206,aerial application,maneuvering,no, N300HT ,turbine,non-fatal,0,0,1,0,1,professional,1
 10/10/2004 ,vmc,"Minerva, OH", United States , 40.745833 , -81.144166 ,hughes,269,personal,maneuvering,no, N7423F ,reciprocating,non-fatal,0,0,0,3,3,private,1
 10/09/2004 ,vmc,"Eden Prairie, MN", United States , 44.827223 , -93.457222 ,amateur,amateur,personal,approach,yes, N82DR ,reciprocating,non-fatal,0,0,0,1,1,private,1
 10/06/2004 ,vmc,Pacific Ocean,, 10.000000 , 150.000000 ,hughes,369,aerial observation,takeoff,no, N74AM ,turbine,non-fatal,0,0,0,1,1,professional,1
 10/02/2004 ,vmc,"Pompano Beach, FL", United States , 26.246944 , -80.111111 ,robinson,r22,instructional,landing,no, N220CK ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 09/28/2004 ,vmc,"Santa Rosa, CA", United States , 38.508889 , -122.812778 ,bell,222,instructional,maneuvering,no, N222UT ,turbine,non-fatal,0,0,0,3,3,instructional,2
 09/27/2004 ,vmc,"Las Cruces, NM", United States , 32.286944 , -106.919723 ,eurocopter,as350,positioning,maneuvering,no, N497AE ,turbine,non-fatal,0,0,1,0,1,professional,1
 09/17/2004 ,vmc,"Kona, HI", United States , 19.738611 , -156.045555 ,robinson,r22,instructional,landing,no, N22XM ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 09/16/2004 ,vmc,"Spanish Fork, UT", United States , 40.141389 , -111.661111 ,robinson,r22,instructional,landing,no, N7533E ,reciprocating,non-fatal,0,0,1,1,2,instructional,1
 09/15/2004 ,vmc,"Beaumont, TX", United States , 29.950833 , -94.020556 ,bell,oh58,public aircraft,maneuvering,no, N9273T ,turbine,fatal(1),1,0,1,0,2,professional,1
 08/27/2004 ,vmc,"Wildwood, NJ", United States , 39.008333 , -74.908056 ,robinson,r44,personal,landing,no, N315SG ,reciprocating,non-fatal,0,0,0,1,1,private,1
 08/24/2004 ,vmc,"Panama City, FL", United States , 30.211944 , -85.682778 ,bell,206,unknown,maneuvering,no, N107PH ,turbine,non-fatal,0,0,0,3,3,unknown,1
 08/24/2004 ,vmc,"Logan, UT", United States , 41.781667 , -111.846666 ,robinson,r22,instructional,landing,no, N7530D ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 08/23/2004 ,vmc,"Leroy, MN", United States , 43.887500 , -92.843055 ,enstrom,f28,aerial observation,takeoff,no, N9573 ,reciprocating,non-fatal,0,1,0,0,1,professional,1
 08/17/2004 ,vmc,"New Hudson, MI", United States , 42.503056 , -83.623611 ,eurocopter,as350,public aircraft,landing,no, N631SD ,turbine,non-fatal,0,0,0,2,2,professional,1
 08/16/2004 ,vmc,"Kahului, HI", United States , 20.898611 , -156.430556 ,bell,206,positioning,takeoff,no, N529RS ,turbine,non-fatal,0,0,1,0,1,professional,1
 08/14/2004 ,vmc,"Muncie, IN", United States , 40.155000 , -85.316667 ,bell,47,personal,takeoff,no, N96MB ,reciprocating,non-fatal,0,0,0,2,2,private,1
 08/13/2004 ,vmc,"Santa Cruz, Mexico", Mexico ,31.14935035,-110.592657030665,bell,407,unknown,unknown,no,,turbine,fatal(1),1,0,0,0,1,unknown,1
 08/09/2004 ,vmc,"Englewood, CO", United States , 39.567223 , -104.850000 ,eurocopter,ec130,flight test,maneuvering,no, N910U ,turbine,non-fatal,0,0,0,3,3,professional,1
 08/05/2004 ,vmc,"Troy, TX", United States , 31.294444 , -97.296944 ,bell,47,instructional,landing,no, N47713 ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 07/30/2004 ,vmc,"Eureka, IL", United States , 40.683333 , -89.274445 ,amateur,amateur,personal,cruise,yes, N777TJ ,reciprocating,non-fatal,0,0,0,2,2,private,1
